authorId,name,component,component_size
2827616,Quoc V. Le,10,142
1473151134,Andreas Köpf,10,142
50730596,Zakaria Haque,10,142
2052812305,E. Yang,10,142
2213433382,A. Karthikesalingam,10,142
2064995505,G. Anderson,10,142
2084098271,Greg S. Corrado,10,142
2152198093,Xiaoqiang Zheng,10,142
2545358,Z. Chen,10,142
20154699,D. Murray,10,142
49959210,J. Dean,10,142
40527594,Lukasz Kaiser,10,142
36347083,Andy Davis,10,142
144867807,S. Thrun,10,142
41203992,Alykhan Tejani,10,142
2268759673,Karan Singhal,10,142
37413761,M. Ispir,10,142
34521172,Sarvar Patel,10,142
3089272,R. Monga,10,142
48738717,C. Citro,10,142
1789737,Jonathon Shlens,10,142
2446263,M. DePristo,10,142
2055400243,Wei Chai,10,142
1695689,Geoffrey E. Hinton,10,142
52326632,Christopher Semturs,10,142
40151244,Shekoofeh Azizi,10,142
1944541,R. Józefowicz,10,142
1688882,Yann LeCun,10,142
1780892,S. Ghemawat,10,142
2268760043,S. Mahdavi,10,142
2057642721,Martín Abadi,10,142
2053781980,Vijay Vasudevan,10,142
2072422622,Vladimir Ivanov,10,142
30415265,Dandelion Mané,10,142
1811529,A. Esteva,10,142
2108406634,Jianmin Chen,10,142
2266472373,Anil Palepu,10,142
2217861514,Amy Wang,10,142
1878835,Daniel Ramage,10,142
2279021635,Khaled Saab,10,142
2059271276,Trevor Killeen,10,142
4908509,Ben Kreuter,10,142
7999018,Brett Kuprel,10,142
145712106,Volodymyr Kuleshov,10,142
35210462,Kunal Talwar,10,142
2212030,Antonio Marcedone,10,142
2445241,E. Brevdo,10,142
10685155,Mike Schaekermann,10,142
145233583,M. Wattenberg,10,142
2073806959,Tushar Chandra,10,142
152599430,Lu Fang,10,142
2217278,Lichan Hong,10,142
2090818,M. Isard,10,142
2064203013,Aaron Segal,10,142
1861312,Azalia Mirhoseini,10,142
144758007,P. Barham,10,142
2269258459,Le Hou,10,142
2244651851,Tao Tu,10,142
20048351,Vihan Jain,10,142
1680133,S. Jha,10,142
3369421,J. Levenberg,10,142
2064102917,A. Harp,10,142
3480712,Ryutaro Tanno,10,142
2055632320,Katherine Chou,10,142
145139947,M. Devin,10,142
2052275005,Claire Cui,10,142
2279162093,Brenna Li,10,142
2078528337,Ashish Agarwal,10,142
2364487,Alexandre Robicquet,10,142
2061550,Heng-Tze Cheng,10,142
2113829116,Junjie Bai,10,142
37397407,J. Ko,10,142
1689108,O. Vinyals,10,142
3312922,H. Aradhye,10,142
2127604,Soumith Chintala,10,142
1977806,Adam Lerer,10,142
2066076307,Jeremiah Harmsen,10,142
145591745,Ilya Mironov,10,142
144231976,A. Swami,10,142
144223091,Vivek Natarajan,10,142
2117163698,Yuan Yu,10,142
145057514,H. B. McMahan,10,142
2213266,Nenad Tomašev,10,142
1942300,M. Kudlur,10,142
2367796356,Nicolas Papernot,10,142
144375552,Sherry Moore,10,142
2378027,Bharath Ramsundar,10,142
2279022140,Jan Freyberg,10,142
2269148145,Kavita Kulkarni,10,142
3213968,H. Blau,10,142
3370429,Zeming Lin,10,142
2253681376,Zachary DeVito,10,142
2657155,Vincent Vanhoucke,10,142
2291172852,Albert Webson,10,142
48448318,J. Dean,10,142
2065251344,James Bradbury,10,142
120805419,Mingxing Tan,10,142
2152832173,Li Zhang,10,142
4648200,S. Swetter,10,142
1403239967,Francisco Massa,10,142
144643812,Z. Celik,10,142
2051681709,Juraj Gottweis,10,142
153440022,I. Goodfellow,10,142
39978391,Yangqing Jia,10,142
2080690,P. Tucker,10,142
2108113547,Xiaoqiang Zhang,10,142
5347246,R. Novoa,10,142
1846258,Noam Shazeer,10,142
144927151,M. Schuster,10,142
34185195,Karn Seth,10,142
22236100,Sasank Chilamkurthy,10,142
3296031,T. Shaked,10,142
2357599490,C. Olah,10,142
32163737,Benoit Steiner,10,142
1701686,I. Sutskever,10,142
40338695,L. Koc,10,142
1765169,F. Viégas,10,142
32131713,G. Corrado,10,142
2329784607,H. Shah,10,142
2298901106,E. Vedadi,10,142
2224893214,Mohamed Amin,10,142
2269147696,Joelle K. Barral,10,142
2109059862,Xiaobing Liu,10,142
2269173133,Yong Cheng,10,142
10707709,Martin Raison,10,142
2275364713,Krzysztof Maziarz,10,142
1396184193,Andy Chu,10,142
3365851,N. Gimelshein,10,142
1508890387,Rohan Anil,10,142
2039588,Keith Bonawitz,10,142
2269148232,Yossi Matias,10,142
114250963,Gregory Chanan,10,142
1751762,Yoshua Bengio,10,142
35078078,M. Wicke,10,142
3407277,Adam Paszke,10,142
2269148566,Katherine Chou,10,142
2350447013,Andrew Nguyen,11,2
72729174,Rajeev Ronanki,11,2
1807005,V. C. Müller,12,2
2193691,N. Bostrom,12,2
2341465150,Yunfang Yu,13,9
2336957677,Kang Zhang,13,9
2321665003,Joseph Wu,13,9
2341320480,Xiaokun Li,13,9
2144996119,Shengyong Yang,13,9
2115568943,Yifei Wang,13,9
2150439478,Xin Yang,13,9
2341278744,Gen Li,13,9
2257481824,Niu Huang,13,9
144264986,Zhijian Lin,14,3
47978704,Pingping Chen,14,3
1669767608,Lijia Chen,14,3
145401977,M. Raissi,15,7
1720124,G. Karniadakis,15,7
3439407,I. Kevrekidis,15,7
2145494483,Liu Yang,15,7
3410970,P. Perdikaris,15,7
2149373363,Lu Lu,15,7
118188801,Sifan Wang,15,7
145642373,Han Xiao,16,3
4565995,Kashif Rasul,16,3
2742129,Roland Vollgraf,16,3
1782658,Kristina Lerman,17,5
143728483,A. Galstyan,17,5
51997673,Ninareh Mehrabi,17,5
2775559,Fred Morstatter,17,5
51884035,N. Saxena,17,5
3351164,Been Kim,18,2
1388372395,F. Doshi-Velez,18,2
1756344,T. Baltrušaitis,19,3
49933077,Louis-philippe Morency,19,3
118242121,Chaitanya Ahuja,19,3
2520493,R. Shokri,20,4
1723945,Vitaly Shmatikov,20,4
34828439,M. Stronati,20,4
3469125,Congzheng Song,20,4
3008587,Xingjian Shi,21,6
145771919,W. Wong,21,6
49528584,Hao Wang,21,6
2183294,W. Woo,21,6
2192200,Zhourong Chen,21,6
1739816,D. Yeung,21,6
36203548,N. Nathani,22,2
2302607913,Abhishek Singh,22,2
1797840,Alexandre Gramfort,23,17
2570016,Fabian Pedregosa,23,17
3025780,G. Varoquaux,23,17
3084321,D. Cournapeau,23,17
2423884,M. Brucher,23,17
35243423,M. Perrot,23,17
39571582,Ron J. Weiss,23,17
2780213,P. Prettenhofer,23,17
2081469,J. Vanderplas,23,17
1881041,Gilles Louppe,23,17
2958756,O. Grisel,23,17
52200573,V. Michel,23,17
27257992,Mathieu Blondel,23,17
144720379,Alexandre Passos,23,17
2067827437,Ron Weiss,23,17
8493461,B. Thirion,23,17
1710398,E. Duchesnay,23,17
46216076,Bradley C. Boehmke,24,2
35664117,Brandon M. Greenwell,24,2
88741529,D. Chetverikov,25,7
26331346,V. Chernozhukov,25,7
144613163,Christian Hansen,25,7
3646527,W. Newey,25,7
88741890,Mert Demirer,25,7
145607066,J. Robins,25,7
2259683,E. Duflo,25,7
7886986,Fabian Isensee,26,5
51433108,P. Jaeger,26,5
1397951928,Klaus Hermann Maier-Hein,26,5
152800798,Jens Petersen,26,5
51011129,Simon A. A. Kohl,26,5
2073994643,A. Humaidi,27,10
1410016448,O. Al-Shamma,27,10
2281247548,Laith Alzubaidi,27,10
1409267833,Ayad Al-dujaili,27,10
1412407676,M. Fadhel,27,10
144121680,Laith Farhan,27,10
1754598,Jinglan Zhang,27,10
1412958882,Muthana Al-Amidie,27,10
2146732191,José I. Santamaría,27,10
145013346,Y. Duan,27,10
152772922,Ludwig Schmidt,28,5
2869958,Adrian Vladu,28,5
17775913,Aleksandar Makelov,28,5
143826246,A. Ma̧dry,28,5
2754804,Dimitris Tsipras,28,5
150064574,Connor Shorten,29,2
1725285,T. Khoshgoftaar,29,2
1744700,Zoubin Ghahramani,30,3
47645184,Alex Kendall,30,3
2681954,Y. Gal,30,3
2068891,Alexander Mathis,31,7
144440610,V. Murthy,31,7
1731199,M. Bethge,31,7
50283382,Kevin M. Cury,31,7
41020817,P. Mamidanna,31,7
39107109,Taiga Abe,31,7
4058359,Mackenzie W. Mathis,31,7
145388932,J. Laak,32,9
145101451,A. Setio,32,9
8038506,B. Ginneken,32,9
144085811,C. I. Sánchez,32,9
2954103,B. Bejnordi,32,9
145959882,G. Litjens,32,9
2469581,Mohsen Ghafoorian,32,9
3049749,Thijs Kooi,32,9
143613202,F. Ciompi,32,9
2530948,M. Reichstein,33,7
121696502,B. Stevens,33,7
1728382,Joachim Denzler,33,7
1764912,Prabhat,33,7
1397959153,Gustau Camps-Valls,33,7
116377499,N. Carvalhais,33,7
95799904,M. Jung,33,7
51132438,Shou-tao Xu,34,3
33698309,Zhong-Qiu Zhao,34,3
1748808,Xindong Wu,34,3
1398263014,F. Prenafeta-Boldú,35,2
1764301,A. Kamilaris,35,2
3046313,M. Salathé,36,3
2068146094,David P. Hughes,36,3
24178944,S. Mohanty,36,3
47191829,D. Webster,37,15
3423678,R. Kim,37,15
3236386,Varun Gulshan,37,15
49506408,L. Peng,37,15
2035210,R. Raman,37,15
5791678,J. Mega,37,15
50484974,Arunachalam Narayanaswamy,37,15
10688956,T. Madams,37,15
2229081,Marc Coram,37,15
2924473,Martin C. Stumpe,37,15
10777941,Kasumi Widner,37,15
1811430,Subhashini Venugopalan,37,15
50162175,Jorge A Cuadros,37,15
2057376568,Philip Nelson,37,15
97874426,Derek J. Wu,37,15
144117841,A. Gallant,38,9
2235318806,Douglas Nychkatl,38,9
2420590721,Slephen Ellner,38,9
2056958855,D. McCaffrey,38,9
2229412488,Neural Networks,38,9
2255263286,S. Ellner,38,9
2235319232,A. R. Gallanl,38,9
2235333426,Douglas Nychkat,38,9
2235318808,Daniel Mccaftrey,38,9
2595180,Hartwig Adam,39,7
2108301072,Weijun Wang,39,7
2717876,Menglong Zhu,39,7
47447630,Tobias Weyand,39,7
2741985,Dmitry Kalenichenko,39,7
144727050,Andrew G. Howard,39,7
2612392,M. Andreetto,39,7
2117103358,Yu Sun,40,4
7446832,Kilian Q. Weinberger,40,4
144993411,Chuan Guo,40,4
10804137,Geoff Pleiss,40,4
50810629,Franck Gabriel,41,3
51034104,Arthur Jacot,41,3
100474520,Clément Hongler,41,3
144281199,Q. Hu,42,6
1387668229,Banggu Wu,42,6
1724520,W. Zuo,42,6
49110790,Qilong Wang,42,6
2055691681,Peng Fei Zhu,42,6
40426020,P. Li,42,6
2109557884,Zonghan Wu,43,6
2585415,Shirui Pan,43,6
2062835,Guodong Long,43,6
31370754,Fengwen Chen,43,6
48934799,Chengqi Zhang,43,6
144019071,Philip S. Yu,43,6
32097919,Terrance Devries,44,2
144639556,Graham W. Taylor,44,2
1785654,Changhua Hu,45,4
50561595,Jian-xun Zhang,45,4
2134450193,Xiaosheng Si,45,4
2111509432,Yong Yu,45,4
3443627,Cheng Yang,46,6
48128428,Jie Zhou,46,6
49293587,Zhiyuan Liu,46,6
2621696,Zhengyan Zhang,46,6
1753344,Maosong Sun,46,6
52297757,Ganqu Cui,46,6
1701041,Michael Carbin,47,2
25581960,Jonathan Frankle,47,2
48987704,D. Hassabis,48,14
1398898827,A. Grabska-Barwinska,48,14
2106164,D. Kumaran,48,14
144056327,J. Veness,48,14
2755582,Guillaume Desjardins,48,14
34505275,Tiago Ramalho,48,14
34660073,John Quan,48,14
2315504,R. Hadsell,48,14
2388737,C. Clopath,48,14
1996134,Razvan Pascanu,48,14
3422052,Neil C. Rabinowitz,48,14
2066516991,J. Kirkpatrick,48,14
2228824,Andrei A. Rusu,48,14
8181864,Kieran Milan,48,14
145394689,D. Wagner,49,2
2365115787,Nicholas Carlini,49,2
145587209,N. Navab,50,3
1877512,Fausto Milletarì,50,3
145774206,Seyed-Ahmad Ahmadi,50,3
1697397,P. Vandergheynst,51,3
3422350,Michaël Defferrard,51,3
2549032,X. Bresson,51,3
