source,target,weight,distance,source_name,target_name
1379511816,2058921025,1,1.0,Alejandro Barredo Arrieta,Natalia Díaz Rodríguez
1379511816,9221552,1,1.0,Alejandro Barredo Arrieta,J. Ser
1379511786,1379511816,1,1.0,Adrien Bennetot,Alejandro Barredo Arrieta
1379511816,3030006,1,1.0,Alejandro Barredo Arrieta,S. Tabik
1379511816,50449165,1,1.0,Alejandro Barredo Arrieta,A. Barbado
1379511816,39558258,1,1.0,Alejandro Barredo Arrieta,S. García
1379511816,1402195255,1,1.0,Alejandro Barredo Arrieta,S. Gil-Lopez
1379511816,145337392,1,1.0,Alejandro Barredo Arrieta,D. Molina
1379511816,2445552,1,1.0,Alejandro Barredo Arrieta,Richard Benjamins
1379511816,2091924780,1,1.0,Alejandro Barredo Arrieta,Raja Chatila
1379511816,2098723448,1,1.0,Alejandro Barredo Arrieta,Francisco Herrera
2058921025,9221552,1,1.0,Natalia Díaz Rodríguez,J. Ser
1379511786,2058921025,1,1.0,Adrien Bennetot,Natalia Díaz Rodríguez
2058921025,3030006,1,1.0,Natalia Díaz Rodríguez,S. Tabik
2058921025,50449165,1,1.0,Natalia Díaz Rodríguez,A. Barbado
2058921025,39558258,1,1.0,Natalia Díaz Rodríguez,S. García
1402195255,2058921025,1,1.0,S. Gil-Lopez,Natalia Díaz Rodríguez
145337392,2058921025,1,1.0,D. Molina,Natalia Díaz Rodríguez
2058921025,2445552,1,1.0,Natalia Díaz Rodríguez,Richard Benjamins
2058921025,2091924780,1,1.0,Natalia Díaz Rodríguez,Raja Chatila
2058921025,2098723448,1,1.0,Natalia Díaz Rodríguez,Francisco Herrera
1379511786,9221552,1,1.0,Adrien Bennetot,J. Ser
3030006,9221552,1,1.0,S. Tabik,J. Ser
50449165,9221552,1,1.0,A. Barbado,J. Ser
39558258,9221552,1,1.0,S. García,J. Ser
1402195255,9221552,1,1.0,S. Gil-Lopez,J. Ser
145337392,9221552,1,1.0,D. Molina,J. Ser
2445552,9221552,1,1.0,Richard Benjamins,J. Ser
2091924780,9221552,1,1.0,Raja Chatila,J. Ser
2098723448,9221552,2,0.5,Francisco Herrera,J. Ser
1379511786,3030006,1,1.0,Adrien Bennetot,S. Tabik
1379511786,50449165,1,1.0,Adrien Bennetot,A. Barbado
1379511786,39558258,1,1.0,Adrien Bennetot,S. García
1379511786,1402195255,1,1.0,Adrien Bennetot,S. Gil-Lopez
1379511786,145337392,1,1.0,Adrien Bennetot,D. Molina
1379511786,2445552,1,1.0,Adrien Bennetot,Richard Benjamins
1379511786,2091924780,1,1.0,Adrien Bennetot,Raja Chatila
1379511786,2098723448,1,1.0,Adrien Bennetot,Francisco Herrera
3030006,50449165,1,1.0,S. Tabik,A. Barbado
3030006,39558258,1,1.0,S. Tabik,S. García
1402195255,3030006,1,1.0,S. Gil-Lopez,S. Tabik
145337392,3030006,1,1.0,D. Molina,S. Tabik
2445552,3030006,1,1.0,Richard Benjamins,S. Tabik
2091924780,3030006,1,1.0,Raja Chatila,S. Tabik
2098723448,3030006,1,1.0,Francisco Herrera,S. Tabik
39558258,50449165,1,1.0,S. García,A. Barbado
1402195255,50449165,1,1.0,S. Gil-Lopez,A. Barbado
145337392,50449165,1,1.0,D. Molina,A. Barbado
2445552,50449165,1,1.0,Richard Benjamins,A. Barbado
2091924780,50449165,1,1.0,Raja Chatila,A. Barbado
2098723448,50449165,1,1.0,Francisco Herrera,A. Barbado
1402195255,39558258,1,1.0,S. Gil-Lopez,S. García
145337392,39558258,1,1.0,D. Molina,S. García
2445552,39558258,1,1.0,Richard Benjamins,S. García
2091924780,39558258,1,1.0,Raja Chatila,S. García
2098723448,39558258,1,1.0,Francisco Herrera,S. García
1402195255,145337392,1,1.0,S. Gil-Lopez,D. Molina
1402195255,2445552,1,1.0,S. Gil-Lopez,Richard Benjamins
1402195255,2091924780,1,1.0,S. Gil-Lopez,Raja Chatila
1402195255,2098723448,1,1.0,S. Gil-Lopez,Francisco Herrera
145337392,2445552,1,1.0,D. Molina,Richard Benjamins
145337392,2091924780,1,1.0,D. Molina,Raja Chatila
145337392,2098723448,1,1.0,D. Molina,Francisco Herrera
2091924780,2445552,1,1.0,Raja Chatila,Richard Benjamins
2098723448,2445552,1,1.0,Francisco Herrera,Richard Benjamins
2091924780,2098723448,1,1.0,Raja Chatila,Francisco Herrera
11130878,1389230375,1,1.0,Victoria I. Marín,Olaf Zawacki-Richter
1389230375,145768607,1,1.0,Olaf Zawacki-Richter,Melissa Bond
1389230375,1389230390,1,1.0,Olaf Zawacki-Richter,Franziska Gouverneur
11130878,145768607,1,1.0,Victoria I. Marín,Melissa Bond
11130878,1389230390,1,1.0,Victoria I. Marín,Franziska Gouverneur
1389230390,145768607,1,1.0,Franziska Gouverneur,Melissa Bond
50487490,9139705,1,1.0,M. Berrada,Amina Adadi
121645690,143754359,1,1.0,Sébastien Bubeck,Varun Chandrasekaran
121645690,2315830,1,1.0,Sébastien Bubeck,Ronen Eldan
120962807,121645690,1,1.0,John A. Gehrke,Sébastien Bubeck
121645690,2064595436,1,1.0,Sébastien Bubeck,Eric Horvitz
121645690,1783184,1,1.0,Sébastien Bubeck,Ece Kamar
121645690,2397827688,1,1.0,Sébastien Bubeck,Peter Lee
121645690,2109308930,1,1.0,Sébastien Bubeck,Y. Lee
121645690,152244300,1,1.0,Sébastien Bubeck,Yuan-Fang Li
121645690,23451726,1,1.0,Sébastien Bubeck,Scott M. Lundberg
121645690,2268494857,1,1.0,Sébastien Bubeck,Harsha Nori
121645690,2247662718,1,1.0,Sébastien Bubeck,Hamid Palangi
121645690,78846919,1,1.0,Sébastien Bubeck,Marco Tulio Ribeiro
121645690,144884116,1,1.0,Sébastien Bubeck,Yi Zhang
143754359,2315830,1,1.0,Varun Chandrasekaran,Ronen Eldan
120962807,143754359,1,1.0,John A. Gehrke,Varun Chandrasekaran
143754359,2064595436,1,1.0,Varun Chandrasekaran,Eric Horvitz
143754359,1783184,1,1.0,Varun Chandrasekaran,Ece Kamar
143754359,2397827688,1,1.0,Varun Chandrasekaran,Peter Lee
143754359,2109308930,1,1.0,Varun Chandrasekaran,Y. Lee
143754359,152244300,1,1.0,Varun Chandrasekaran,Yuan-Fang Li
143754359,23451726,1,1.0,Varun Chandrasekaran,Scott M. Lundberg
143754359,2268494857,1,1.0,Varun Chandrasekaran,Harsha Nori
143754359,2247662718,1,1.0,Varun Chandrasekaran,Hamid Palangi
143754359,78846919,1,1.0,Varun Chandrasekaran,Marco Tulio Ribeiro
143754359,144884116,1,1.0,Varun Chandrasekaran,Yi Zhang
120962807,2315830,1,1.0,John A. Gehrke,Ronen Eldan
2064595436,2315830,1,1.0,Eric Horvitz,Ronen Eldan
1783184,2315830,1,1.0,Ece Kamar,Ronen Eldan
2315830,2397827688,1,1.0,Ronen Eldan,Peter Lee
2109308930,2315830,1,1.0,Y. Lee,Ronen Eldan
152244300,2315830,1,1.0,Yuan-Fang Li,Ronen Eldan
2315830,23451726,1,1.0,Ronen Eldan,Scott M. Lundberg
2268494857,2315830,1,1.0,Harsha Nori,Ronen Eldan
2247662718,2315830,1,1.0,Hamid Palangi,Ronen Eldan
2315830,78846919,1,1.0,Ronen Eldan,Marco Tulio Ribeiro
144884116,2315830,1,1.0,Yi Zhang,Ronen Eldan
120962807,2064595436,1,1.0,John A. Gehrke,Eric Horvitz
120962807,1783184,1,1.0,John A. Gehrke,Ece Kamar
120962807,2397827688,1,1.0,John A. Gehrke,Peter Lee
120962807,2109308930,1,1.0,John A. Gehrke,Y. Lee
120962807,152244300,1,1.0,John A. Gehrke,Yuan-Fang Li
120962807,23451726,1,1.0,John A. Gehrke,Scott M. Lundberg
120962807,2268494857,1,1.0,John A. Gehrke,Harsha Nori
120962807,2247662718,1,1.0,John A. Gehrke,Hamid Palangi
120962807,78846919,1,1.0,John A. Gehrke,Marco Tulio Ribeiro
120962807,144884116,1,1.0,John A. Gehrke,Yi Zhang
1783184,2064595436,1,1.0,Ece Kamar,Eric Horvitz
2064595436,2397827688,1,1.0,Eric Horvitz,Peter Lee
2064595436,2109308930,1,1.0,Eric Horvitz,Y. Lee
152244300,2064595436,1,1.0,Yuan-Fang Li,Eric Horvitz
2064595436,23451726,1,1.0,Eric Horvitz,Scott M. Lundberg
2064595436,2268494857,1,1.0,Eric Horvitz,Harsha Nori
2064595436,2247662718,1,1.0,Eric Horvitz,Hamid Palangi
2064595436,78846919,1,1.0,Eric Horvitz,Marco Tulio Ribeiro
144884116,2064595436,1,1.0,Yi Zhang,Eric Horvitz
1783184,2397827688,1,1.0,Ece Kamar,Peter Lee
1783184,2109308930,1,1.0,Ece Kamar,Y. Lee
152244300,1783184,1,1.0,Yuan-Fang Li,Ece Kamar
1783184,23451726,1,1.0,Ece Kamar,Scott M. Lundberg
1783184,2268494857,1,1.0,Ece Kamar,Harsha Nori
1783184,2247662718,1,1.0,Ece Kamar,Hamid Palangi
1783184,78846919,1,1.0,Ece Kamar,Marco Tulio Ribeiro
144884116,1783184,1,1.0,Yi Zhang,Ece Kamar
2109308930,2397827688,1,1.0,Y. Lee,Peter Lee
152244300,2397827688,1,1.0,Yuan-Fang Li,Peter Lee
23451726,2397827688,1,1.0,Scott M. Lundberg,Peter Lee
2268494857,2397827688,1,1.0,Harsha Nori,Peter Lee
2247662718,2397827688,1,1.0,Hamid Palangi,Peter Lee
2397827688,78846919,1,1.0,Peter Lee,Marco Tulio Ribeiro
144884116,2397827688,1,1.0,Yi Zhang,Peter Lee
152244300,2109308930,1,1.0,Yuan-Fang Li,Y. Lee
2109308930,23451726,1,1.0,Y. Lee,Scott M. Lundberg
2109308930,2268494857,1,1.0,Y. Lee,Harsha Nori
2109308930,2247662718,1,1.0,Y. Lee,Hamid Palangi
2109308930,78846919,1,1.0,Y. Lee,Marco Tulio Ribeiro
144884116,2109308930,1,1.0,Yi Zhang,Y. Lee
152244300,23451726,1,1.0,Yuan-Fang Li,Scott M. Lundberg
152244300,2268494857,1,1.0,Yuan-Fang Li,Harsha Nori
152244300,2247662718,1,1.0,Yuan-Fang Li,Hamid Palangi
152244300,78846919,1,1.0,Yuan-Fang Li,Marco Tulio Ribeiro
144884116,152244300,1,1.0,Yi Zhang,Yuan-Fang Li
2268494857,23451726,1,1.0,Harsha Nori,Scott M. Lundberg
2247662718,23451726,1,1.0,Hamid Palangi,Scott M. Lundberg
23451726,78846919,1,1.0,Scott M. Lundberg,Marco Tulio Ribeiro
144884116,23451726,1,1.0,Yi Zhang,Scott M. Lundberg
2247662718,2268494857,1,1.0,Hamid Palangi,Harsha Nori
2268494857,78846919,1,1.0,Harsha Nori,Marco Tulio Ribeiro
144884116,2268494857,1,1.0,Yi Zhang,Harsha Nori
2247662718,78846919,1,1.0,Hamid Palangi,Marco Tulio Ribeiro
144884116,2247662718,1,1.0,Yi Zhang,Hamid Palangi
144884116,78846919,1,1.0,Yi Zhang,Marco Tulio Ribeiro
1414886863,67293110,2,0.5,A. Al-Jabir,Ahmed Kerwan
35645232,67293110,2,0.5,Ginimol Mathew,Ahmed Kerwan
67293110,91573015,2,0.5,Ahmed Kerwan,C. Sohrabi
2290057522,67293110,2,0.5,Rasha Rashid,Ahmed Kerwan
2247509061,67293110,2,0.5,T. Franchi,Ahmed Kerwan
31614073,67293110,2,0.5,Maria Nicola,Ahmed Kerwan
15447189,67293110,2,0.5,M. Agha,Ahmed Kerwan
120002745,67293110,2,0.5,R. Agha,Ahmed Kerwan
1414886863,35645232,2,0.5,A. Al-Jabir,Ginimol Mathew
1414886863,91573015,2,0.5,A. Al-Jabir,C. Sohrabi
1414886863,2290057522,2,0.5,A. Al-Jabir,Rasha Rashid
1414886863,2247509061,2,0.5,A. Al-Jabir,T. Franchi
1414886863,31614073,2,0.5,A. Al-Jabir,Maria Nicola
1414886863,15447189,2,0.5,A. Al-Jabir,M. Agha
120002745,1414886863,2,0.5,R. Agha,A. Al-Jabir
35645232,91573015,2,0.5,Ginimol Mathew,C. Sohrabi
2290057522,35645232,2,0.5,Rasha Rashid,Ginimol Mathew
2247509061,35645232,2,0.5,T. Franchi,Ginimol Mathew
31614073,35645232,2,0.5,Maria Nicola,Ginimol Mathew
15447189,35645232,2,0.5,M. Agha,Ginimol Mathew
120002745,35645232,2,0.5,R. Agha,Ginimol Mathew
2290057522,91573015,2,0.5,Rasha Rashid,C. Sohrabi
2247509061,91573015,2,0.5,T. Franchi,C. Sohrabi
31614073,91573015,2,0.5,Maria Nicola,C. Sohrabi
15447189,91573015,2,0.5,M. Agha,C. Sohrabi
120002745,91573015,2,0.5,R. Agha,C. Sohrabi
2247509061,2290057522,2,0.5,T. Franchi,Rasha Rashid
2290057522,31614073,2,0.5,Rasha Rashid,Maria Nicola
15447189,2290057522,2,0.5,M. Agha,Rasha Rashid
120002745,2290057522,2,0.5,R. Agha,Rasha Rashid
2247509061,31614073,2,0.5,T. Franchi,Maria Nicola
15447189,2247509061,2,0.5,M. Agha,T. Franchi
120002745,2247509061,2,0.5,R. Agha,T. Franchi
15447189,31614073,2,0.5,M. Agha,Maria Nicola
120002745,31614073,2,0.5,R. Agha,Maria Nicola
120002745,15447189,2,0.5,R. Agha,M. Agha
1716508276,2243408972,1,1.0,Shuroug A. Alowais,S. Alghamdi
1716508276,2291423525,1,1.0,Shuroug A. Alowais,N. Alsuhebany
1716508276,2243412243,1,1.0,Shuroug A. Alowais,Tariq Alqahtani
1716508276,2078203152,1,1.0,Shuroug A. Alowais,Abdulrahman I. Alshaya
1716508276,2159384173,1,1.0,Shuroug A. Alowais,Sumaya N Almohareb
1716508276,2003687008,1,1.0,Shuroug A. Alowais,Atheer O. Aldairem
144882464,1716508276,1,1.0,Mohammed A. Alrashed,Shuroug A. Alowais
1716508276,5565754,1,1.0,Shuroug A. Alowais,Khalid Bin saleh
11708863,1716508276,1,1.0,H. Badreldin,Shuroug A. Alowais
12112205,1716508276,1,1.0,Majed S. Al Yami,Shuroug A. Alowais
1716508276,4884356,1,1.0,Shuroug A. Alowais,Shmeylan A. Al Harbi
1716508276,6458651,1,1.0,Shuroug A. Alowais,Abdulkareem M. Albekairy
2243408972,2291423525,1,1.0,S. Alghamdi,N. Alsuhebany
2243408972,2243412243,1,1.0,S. Alghamdi,Tariq Alqahtani
2078203152,2243408972,1,1.0,Abdulrahman I. Alshaya,S. Alghamdi
2159384173,2243408972,1,1.0,Sumaya N Almohareb,S. Alghamdi
2003687008,2243408972,1,1.0,Atheer O. Aldairem,S. Alghamdi
144882464,2243408972,1,1.0,Mohammed A. Alrashed,S. Alghamdi
2243408972,5565754,1,1.0,S. Alghamdi,Khalid Bin saleh
11708863,2243408972,1,1.0,H. Badreldin,S. Alghamdi
12112205,2243408972,1,1.0,Majed S. Al Yami,S. Alghamdi
2243408972,4884356,1,1.0,S. Alghamdi,Shmeylan A. Al Harbi
2243408972,6458651,1,1.0,S. Alghamdi,Abdulkareem M. Albekairy
2243412243,2291423525,1,1.0,Tariq Alqahtani,N. Alsuhebany
2078203152,2291423525,1,1.0,Abdulrahman I. Alshaya,N. Alsuhebany
2159384173,2291423525,1,1.0,Sumaya N Almohareb,N. Alsuhebany
2003687008,2291423525,1,1.0,Atheer O. Aldairem,N. Alsuhebany
144882464,2291423525,1,1.0,Mohammed A. Alrashed,N. Alsuhebany
2291423525,5565754,1,1.0,N. Alsuhebany,Khalid Bin saleh
11708863,2291423525,1,1.0,H. Badreldin,N. Alsuhebany
12112205,2291423525,1,1.0,Majed S. Al Yami,N. Alsuhebany
2291423525,4884356,1,1.0,N. Alsuhebany,Shmeylan A. Al Harbi
2291423525,6458651,1,1.0,N. Alsuhebany,Abdulkareem M. Albekairy
2078203152,2243412243,1,1.0,Abdulrahman I. Alshaya,Tariq Alqahtani
2159384173,2243412243,1,1.0,Sumaya N Almohareb,Tariq Alqahtani
2003687008,2243412243,1,1.0,Atheer O. Aldairem,Tariq Alqahtani
144882464,2243412243,1,1.0,Mohammed A. Alrashed,Tariq Alqahtani
2243412243,5565754,1,1.0,Tariq Alqahtani,Khalid Bin saleh
11708863,2243412243,1,1.0,H. Badreldin,Tariq Alqahtani
12112205,2243412243,1,1.0,Majed S. Al Yami,Tariq Alqahtani
2243412243,4884356,1,1.0,Tariq Alqahtani,Shmeylan A. Al Harbi
2243412243,6458651,1,1.0,Tariq Alqahtani,Abdulkareem M. Albekairy
2078203152,2159384173,1,1.0,Abdulrahman I. Alshaya,Sumaya N Almohareb
2003687008,2078203152,1,1.0,Atheer O. Aldairem,Abdulrahman I. Alshaya
144882464,2078203152,1,1.0,Mohammed A. Alrashed,Abdulrahman I. Alshaya
2078203152,5565754,1,1.0,Abdulrahman I. Alshaya,Khalid Bin saleh
11708863,2078203152,1,1.0,H. Badreldin,Abdulrahman I. Alshaya
12112205,2078203152,1,1.0,Majed S. Al Yami,Abdulrahman I. Alshaya
2078203152,4884356,1,1.0,Abdulrahman I. Alshaya,Shmeylan A. Al Harbi
2078203152,6458651,1,1.0,Abdulrahman I. Alshaya,Abdulkareem M. Albekairy
2003687008,2159384173,1,1.0,Atheer O. Aldairem,Sumaya N Almohareb
144882464,2159384173,1,1.0,Mohammed A. Alrashed,Sumaya N Almohareb
2159384173,5565754,1,1.0,Sumaya N Almohareb,Khalid Bin saleh
11708863,2159384173,1,1.0,H. Badreldin,Sumaya N Almohareb
12112205,2159384173,1,1.0,Majed S. Al Yami,Sumaya N Almohareb
2159384173,4884356,1,1.0,Sumaya N Almohareb,Shmeylan A. Al Harbi
2159384173,6458651,1,1.0,Sumaya N Almohareb,Abdulkareem M. Albekairy
144882464,2003687008,1,1.0,Mohammed A. Alrashed,Atheer O. Aldairem
2003687008,5565754,1,1.0,Atheer O. Aldairem,Khalid Bin saleh
11708863,2003687008,1,1.0,H. Badreldin,Atheer O. Aldairem
12112205,2003687008,1,1.0,Majed S. Al Yami,Atheer O. Aldairem
2003687008,4884356,1,1.0,Atheer O. Aldairem,Shmeylan A. Al Harbi
2003687008,6458651,1,1.0,Atheer O. Aldairem,Abdulkareem M. Albekairy
144882464,5565754,1,1.0,Mohammed A. Alrashed,Khalid Bin saleh
11708863,144882464,1,1.0,H. Badreldin,Mohammed A. Alrashed
12112205,144882464,1,1.0,Majed S. Al Yami,Mohammed A. Alrashed
144882464,4884356,1,1.0,Mohammed A. Alrashed,Shmeylan A. Al Harbi
144882464,6458651,1,1.0,Mohammed A. Alrashed,Abdulkareem M. Albekairy
11708863,5565754,1,1.0,H. Badreldin,Khalid Bin saleh
12112205,5565754,1,1.0,Majed S. Al Yami,Khalid Bin saleh
4884356,5565754,1,1.0,Shmeylan A. Al Harbi,Khalid Bin saleh
5565754,6458651,1,1.0,Khalid Bin saleh,Abdulkareem M. Albekairy
11708863,12112205,1,1.0,H. Badreldin,Majed S. Al Yami
11708863,4884356,1,1.0,H. Badreldin,Shmeylan A. Al Harbi
11708863,6458651,1,1.0,H. Badreldin,Abdulkareem M. Albekairy
12112205,4884356,1,1.0,Majed S. Al Yami,Shmeylan A. Al Harbi
12112205,6458651,1,1.0,Majed S. Al Yami,Abdulkareem M. Albekairy
4884356,6458651,1,1.0,Shmeylan A. Al Harbi,Abdulkareem M. Albekairy
1557487144,2047009195,1,1.0,Michael Moor,Oishi Banerjee
115517806,1557487144,1,1.0,Zahra F H Abad,Michael Moor
1557487144,2117715807,1,1.0,Michael Moor,H. Krumholz
1557487144,1702139,1,1.0,Michael Moor,J. Leskovec
144758045,1557487144,1,1.0,E. Topol,Michael Moor
1453104568,1557487144,1,1.0,P. Rajpurkar,Michael Moor
115517806,2047009195,1,1.0,Zahra F H Abad,Oishi Banerjee
2047009195,2117715807,1,1.0,Oishi Banerjee,H. Krumholz
1702139,2047009195,1,1.0,J. Leskovec,Oishi Banerjee
144758045,2047009195,1,1.0,E. Topol,Oishi Banerjee
1453104568,2047009195,1,1.0,P. Rajpurkar,Oishi Banerjee
115517806,2117715807,1,1.0,Zahra F H Abad,H. Krumholz
115517806,1702139,1,1.0,Zahra F H Abad,J. Leskovec
115517806,144758045,1,1.0,Zahra F H Abad,E. Topol
115517806,1453104568,1,1.0,Zahra F H Abad,P. Rajpurkar
1702139,2117715807,1,1.0,J. Leskovec,H. Krumholz
144758045,2117715807,1,1.0,E. Topol,H. Krumholz
1453104568,2117715807,1,1.0,P. Rajpurkar,H. Krumholz
144758045,1702139,1,1.0,E. Topol,J. Leskovec
1453104568,1702139,1,1.0,P. Rajpurkar,J. Leskovec
144758045,1453104568,1,1.0,E. Topol,P. Rajpurkar
1724490,2066599148,1,1.0,Yogesh Kumar Dwivedi,Laurie Hughes
1724490,3446873,1,1.0,Yogesh Kumar Dwivedi,Elvira R. Ismagilova
1724490,91018104,1,1.0,Yogesh Kumar Dwivedi,G. Aarts
1724490,2235927,1,1.0,Yogesh Kumar Dwivedi,Crispin R. Coombs
1724490,2285182,1,1.0,Yogesh Kumar Dwivedi,Tom Crick
144521858,1724490,1,1.0,Y. Duan,Yogesh Kumar Dwivedi
1410968693,1724490,1,1.0,R. Dwivedi,Yogesh Kumar Dwivedi
143698898,1724490,1,1.0,J. Edwards,Yogesh Kumar Dwivedi
121714298,1724490,1,1.0,Aled Eirug,Yogesh Kumar Dwivedi
1724490,26898704,1,1.0,Yogesh Kumar Dwivedi,Vassilis Galanos
1724490,2937059,1,1.0,Yogesh Kumar Dwivedi,P. Ilavarasan
1724490,50817520,1,1.0,Yogesh Kumar Dwivedi,M. Janssen
1724490,2168272578,1,1.0,Yogesh Kumar Dwivedi,Paul Jones
1724490,2733956,1,1.0,Yogesh Kumar Dwivedi,A. Kar
1724490,41074539,1,1.0,Yogesh Kumar Dwivedi,Hatice Kizgin
1418648774,1724490,1,1.0,Bianca Kronemann,Yogesh Kumar Dwivedi
1696747,1724490,1,1.0,Banita Lal,Yogesh Kumar Dwivedi
1724490,3094343,1,1.0,Yogesh Kumar Dwivedi,B. Lucini
1724490,2575165,1,1.0,Yogesh Kumar Dwivedi,R. Medaglia
1404797274,1724490,1,1.0,K. L. Meunier-FitzHugh,Yogesh Kumar Dwivedi
1415234363,1724490,1,1.0,L. Meunier-FitzHugh,Yogesh Kumar Dwivedi
1724490,47033159,1,1.0,Yogesh Kumar Dwivedi,S. Misra
1724490,52563419,1,1.0,Yogesh Kumar Dwivedi,E. Mogaji
1724490,2038468629,1,1.0,Yogesh Kumar Dwivedi,S. Sharma
153278840,1724490,1,1.0,J. Singh,Yogesh Kumar Dwivedi
1724490,35098701,1,1.0,Yogesh Kumar Dwivedi,Vishnupriya Raghavan
1724490,2775338,1,1.0,Yogesh Kumar Dwivedi,R. Raman
1688149,1724490,1,1.0,Nripendra P. Rana,Yogesh Kumar Dwivedi
1724490,2032434,1,1.0,Yogesh Kumar Dwivedi,Spyridon Samothrakis
1724490,66781543,1,1.0,Yogesh Kumar Dwivedi,Jak Spencer
1724490,2191954,1,1.0,Yogesh Kumar Dwivedi,K. Tamilmani
102927759,1724490,1,1.0,Annie Tubadji,Yogesh Kumar Dwivedi
144340154,1724490,1,1.0,P. Walton,Yogesh Kumar Dwivedi
1724490,2116399602,1,1.0,Yogesh Kumar Dwivedi,Michael D. Williams
2066599148,3446873,1,1.0,Laurie Hughes,Elvira R. Ismagilova
2066599148,91018104,1,1.0,Laurie Hughes,G. Aarts
2066599148,2235927,1,1.0,Laurie Hughes,Crispin R. Coombs
2066599148,2285182,1,1.0,Laurie Hughes,Tom Crick
144521858,2066599148,1,1.0,Y. Duan,Laurie Hughes
1410968693,2066599148,1,1.0,R. Dwivedi,Laurie Hughes
143698898,2066599148,1,1.0,J. Edwards,Laurie Hughes
121714298,2066599148,1,1.0,Aled Eirug,Laurie Hughes
2066599148,26898704,1,1.0,Laurie Hughes,Vassilis Galanos
2066599148,2937059,1,1.0,Laurie Hughes,P. Ilavarasan
2066599148,50817520,1,1.0,Laurie Hughes,M. Janssen
2066599148,2168272578,1,1.0,Laurie Hughes,Paul Jones
2066599148,2733956,1,1.0,Laurie Hughes,A. Kar
2066599148,41074539,1,1.0,Laurie Hughes,Hatice Kizgin
1418648774,2066599148,1,1.0,Bianca Kronemann,Laurie Hughes
1696747,2066599148,1,1.0,Banita Lal,Laurie Hughes
2066599148,3094343,1,1.0,Laurie Hughes,B. Lucini
2066599148,2575165,1,1.0,Laurie Hughes,R. Medaglia
1404797274,2066599148,1,1.0,K. L. Meunier-FitzHugh,Laurie Hughes
1415234363,2066599148,1,1.0,L. Meunier-FitzHugh,Laurie Hughes
2066599148,47033159,1,1.0,Laurie Hughes,S. Misra
2066599148,52563419,1,1.0,Laurie Hughes,E. Mogaji
2038468629,2066599148,1,1.0,S. Sharma,Laurie Hughes
153278840,2066599148,1,1.0,J. Singh,Laurie Hughes
2066599148,35098701,1,1.0,Laurie Hughes,Vishnupriya Raghavan
2066599148,2775338,1,1.0,Laurie Hughes,R. Raman
1688149,2066599148,1,1.0,Nripendra P. Rana,Laurie Hughes
2032434,2066599148,1,1.0,Spyridon Samothrakis,Laurie Hughes
2066599148,66781543,1,1.0,Laurie Hughes,Jak Spencer
2066599148,2191954,1,1.0,Laurie Hughes,K. Tamilmani
102927759,2066599148,1,1.0,Annie Tubadji,Laurie Hughes
144340154,2066599148,1,1.0,P. Walton,Laurie Hughes
2066599148,2116399602,1,1.0,Laurie Hughes,Michael D. Williams
3446873,91018104,1,1.0,Elvira R. Ismagilova,G. Aarts
2235927,3446873,1,1.0,Crispin R. Coombs,Elvira R. Ismagilova
2285182,3446873,1,1.0,Tom Crick,Elvira R. Ismagilova
144521858,3446873,1,1.0,Y. Duan,Elvira R. Ismagilova
1410968693,3446873,1,1.0,R. Dwivedi,Elvira R. Ismagilova
143698898,3446873,1,1.0,J. Edwards,Elvira R. Ismagilova
121714298,3446873,1,1.0,Aled Eirug,Elvira R. Ismagilova
26898704,3446873,1,1.0,Vassilis Galanos,Elvira R. Ismagilova
2937059,3446873,1,1.0,P. Ilavarasan,Elvira R. Ismagilova
3446873,50817520,1,1.0,Elvira R. Ismagilova,M. Janssen
2168272578,3446873,1,1.0,Paul Jones,Elvira R. Ismagilova
2733956,3446873,1,1.0,A. Kar,Elvira R. Ismagilova
3446873,41074539,1,1.0,Elvira R. Ismagilova,Hatice Kizgin
1418648774,3446873,1,1.0,Bianca Kronemann,Elvira R. Ismagilova
1696747,3446873,1,1.0,Banita Lal,Elvira R. Ismagilova
3094343,3446873,1,1.0,B. Lucini,Elvira R. Ismagilova
2575165,3446873,1,1.0,R. Medaglia,Elvira R. Ismagilova
1404797274,3446873,1,1.0,K. L. Meunier-FitzHugh,Elvira R. Ismagilova
1415234363,3446873,1,1.0,L. Meunier-FitzHugh,Elvira R. Ismagilova
3446873,47033159,1,1.0,Elvira R. Ismagilova,S. Misra
3446873,52563419,1,1.0,Elvira R. Ismagilova,E. Mogaji
2038468629,3446873,1,1.0,S. Sharma,Elvira R. Ismagilova
153278840,3446873,1,1.0,J. Singh,Elvira R. Ismagilova
3446873,35098701,1,1.0,Elvira R. Ismagilova,Vishnupriya Raghavan
2775338,3446873,1,1.0,R. Raman,Elvira R. Ismagilova
1688149,3446873,1,1.0,Nripendra P. Rana,Elvira R. Ismagilova
2032434,3446873,1,1.0,Spyridon Samothrakis,Elvira R. Ismagilova
3446873,66781543,1,1.0,Elvira R. Ismagilova,Jak Spencer
2191954,3446873,1,1.0,K. Tamilmani,Elvira R. Ismagilova
102927759,3446873,1,1.0,Annie Tubadji,Elvira R. Ismagilova
144340154,3446873,1,1.0,P. Walton,Elvira R. Ismagilova
2116399602,3446873,1,1.0,Michael D. Williams,Elvira R. Ismagilova
2235927,91018104,1,1.0,Crispin R. Coombs,G. Aarts
2285182,91018104,1,1.0,Tom Crick,G. Aarts
144521858,91018104,1,1.0,Y. Duan,G. Aarts
