authorId,name
2193691,N. Bostrom
47495965,Sajid Ali
2999175,T. Abuhmed
1412328163,Shaker El-Sappagh
2065671060,Khan Muhammad
2151319597,J. Alonso-Moral
144833154,R. Confalonieri
1704327,Riccardo Guidotti
1423321194,N. Díaz-Rodríguez
2336957677,Kang Zhang
2150439478,Xin Yang
2115568943,Yifei Wang
2341465150,Yunfang Yu
2257481824,Niu Huang
2341278744,Gen Li
2341320480,Xiaokun Li
2321665003,Joseph Wu
2144996119,Shengyong Yang
1669767608,Lijia Chen
47978704,Pingping Chen
144264986,Zhijian Lin
119462164,Shakked Noy
123247135,Whitney Zhang
46506460,Hanchen Wang
2427076,Tianfan Fu
93584228,Yuanqi Du
2153575781,Wenhao Gao
49454094,Kexin Huang
2117941801,Ziming Liu
89356020,P. Chandak
1563693999,Shengchao Liu
2226485816,Peter Van Katwyk
48860334,Andreea Deac
2047844,Anima Anandkumar
46354410,K. Bergen
2188778449,Carla P. Gomes
2226475487,Shirley Ho
143967473,Pushmeet Kohli
1764249,Joan Lasenby
2110264337,Tie-Yan Liu
2613935,A. Manrai
2226493959,D. Marks
2378027,Bharath Ramsundar
2159642226,Le Song
1738536,Jimeng Sun
2115854801,Jian Tang
3444569,Petar Velickovic
2228923747,Max Welling
2359205623,Linfeng Zhang
13027820,Connor W. Coley
1865800402,Y. Bengio
2095762,M. Zitnik
1699771,P. Hitzler
51931569,Md Kamruzzaman Sarker
2117194781,Shan Wang
2155602966,Fang Wang
2332602539,Zhenzhou Zhu
2264403157,Jingxuan Wang
2368468789,T. Tran
2265219069,Zhao Du
150331642,Vikas Hassija
3185174,V. Chamola
2233658018,Atmesh Mahapatra
2147282532,Abhinandan Singal
73235682,Divyansh Goel
5380819,Kaizhu Huang
1752983,Simone Scardapane
115566972,Indro Spinelli
2188228655,Mufti Mahmud
2199960729,Amir Hussain
1720124,G. Karniadakis
3439407,I. Kevrekidis
2149373363,Lu Lu
3410970,P. Perdikaris
118188801,Sifan Wang
2145494483,Liu Yang
145642373,Han Xiao
4565995,Kashif Rasul
2742129,Roland Vollgraf
51997673,Ninareh Mehrabi
2775559,Fred Morstatter
51884035,N. Saxena
1782658,Kristina Lerman
143728483,A. Galstyan
1388372395,F. Doshi-Velez
3351164,Been Kim
2057642721,Martín Abadi
144758007,P. Barham
2108406634,Jianmin Chen
2545358,Z. Chen
36347083,Andy Davis
49959210,J. Dean
145139947,M. Devin
1780892,S. Ghemawat
2060655766,G. Irving
2090818,M. Isard
1942300,M. Kudlur
3369421,J. Levenberg
3089272,R. Monga
144375552,Sherry Moore
20154699,D. Murray
32163737,Benoit Steiner
2080690,P. Tucker
2053781980,Vijay Vasudevan
47941411,Pete Warden
35078078,M. Wicke
2117163698,Yuan Yu
2108113547,Xiaoqiang Zhang
1756344,T. Baltrušaitis
118242121,Chaitanya Ahuja
49933077,Louis-philippe Morency
2078528337,Ashish Agarwal
2445241,E. Brevdo
48738717,C. Citro
32131713,G. Corrado
153440022,I. Goodfellow
2064102917,A. Harp
39978391,Yangqing Jia
1944541,R. Józefowicz
40527594,Lukasz Kaiser
30415265,Dandelion Mané
2357599490,C. Olah
144927151,M. Schuster
1789737,Jonathon Shlens
1701686,I. Sutskever
35210462,Kunal Talwar
2657155,Vincent Vanhoucke
1765169,F. Viégas
1689108,O. Vinyals
145233583,M. Wattenberg
2152198093,Xiaoqiang Zheng
2520493,R. Shokri
34828439,M. Stronati
3469125,Congzheng Song
1723945,Vitaly Shmatikov
48594758,Weihua Hu
3410500,Matthias Fey
2047998,Yuxiao Dong
40046694,Hongyu Ren
2156641189,Bowen Liu
1754926,Michele Catasta
3008587,Xingjian Shi
2192200,Zhourong Chen
49528584,Hao Wang
1739816,D. Yeung
145771919,W. Wong
2183294,W. Woo
36203548,N. Nathani
2302607913,Abhishek Singh
2039588,Keith Bonawitz
2072422622,Vladimir Ivanov
4908509,Ben Kreuter
2212030,Antonio Marcedone
145057514,H. B. McMahan
34521172,Sarvar Patel
1878835,Daniel Ramage
2064203013,Aaron Segal
34185195,Karn Seth
2367796356,Nicolas Papernot
144061974,P. Mcdaniel
1680133,S. Jha
144643812,Z. Celik
144231976,A. Swami
2570016,Fabian Pedregosa
3025780,G. Varoquaux
1797840,Alexandre Gramfort
52200573,V. Michel
8493461,B. Thirion
2958756,O. Grisel
27257992,Mathieu Blondel
1881041,Gilles Louppe
2780213,P. Prettenhofer
2067827437,Ron Weiss
39571582,Ron J. Weiss
2081469,J. Vanderplas
144720379,Alexandre Passos
3084321,D. Cournapeau
2423884,M. Brucher
35243423,M. Perrot
1710398,E. Duchesnay
46216076,Bradley C. Boehmke
35664117,Brandon M. Greenwell
26331346,V. Chernozhukov
88741529,D. Chetverikov
88741890,Mert Demirer
2259683,E. Duflo
144613163,Christian Hansen
3646527,W. Newey
145607066,J. Robins
1579855258,O. Rainio
5303884,J. Teuho
2208742466,R. Klén
2856207,T. Hengl
7549589,Jorge Mendes de Jesus
145253407,G. Heuvelink
9583743,Maria Ruiperez González
30504500,M. Kilibarda
9030720,Aleksandar Blagotić
2228185935,Shangguan Wei
3376186,Marvin N. Wright
3018223,X. Geng
1402912902,B. Bauer-Marschallinger
145669099,M. Guevara
145632581,R. Vargas
145028966,R. MacMillan
49399380,N. Batjes
100653750,J. Leenaars
32830771,E. Ribeiro
2924968,Ichsani Wheeler
2146245,S. Mantel
4953836,B. Kempen
1694621,Michael I. Jordan
2066277988,T. Mitchell
3407277,Adam Paszke
39793298,Sam Gross
1403239967,Francisco Massa
1977806,Adam Lerer
2065251344,James Bradbury
114250963,Gregory Chanan
2059271276,Trevor Killeen
3370429,Zeming Lin
3365851,N. Gimelshein
3029482,L. Antiga
3050846,Alban Desmaison
1473151134,Andreas Köpf
2052812305,E. Yang
2253681376,Zachary DeVito
10707709,Martin Raison
41203992,Alykhan Tejani
22236100,Sasank Chilamkurthy
152599430,Lu Fang
2113829116,Junjie Bai
2127604,Soumith Chintala
7886986,Fabian Isensee
51433108,P. Jaeger
51011129,Simon A. A. Kohl
152800798,Jens Petersen
1397951928,Klaus Hermann Maier-Hein
2281247548,Laith Alzubaidi
1754598,Jinglan Zhang
2073994643,A. Humaidi
1409267833,Ayad Al-dujaili
145013346,Y. Duan
1410016448,O. Al-Shamma
2146732191,José I. Santamaría
1412407676,M. Fadhel
1412958882,Muthana Al-Amidie
144121680,Laith Farhan
143826246,A. Ma̧dry
17775913,Aleksandar Makelov
152772922,Ludwig Schmidt
2754804,Dimitris Tsipras
2869958,Adrian Vladu
150064574,Connor Shorten
1725285,T. Khoshgoftaar
47645184,Alex Kendall
2681954,Y. Gal
145401977,M. Raissi
2068891,Alexander Mathis
41020817,P. Mamidanna
50283382,Kevin M. Cury
39107109,Taiga Abe
144440610,V. Murthy
4058359,Mackenzie W. Mathis
1731199,M. Bethge
145959882,G. Litjens
3049749,Thijs Kooi
2954103,B. Bejnordi
145101451,A. Setio
143613202,F. Ciompi
2469581,Mohsen Ghafoorian
145388932,J. Laak
8038506,B. Ginneken
144085811,C. I. Sánchez
1811529,A. Esteva
2364487,Alexandre Robicquet
145712106,Volodymyr Kuleshov
2446263,M. DePristo
2055632320,Katherine Chou
2052275005,Claire Cui
144867807,S. Thrun
48448318,J. Dean
2530948,M. Reichstein
1397959153,Gustau Camps-Valls
121696502,B. Stevens
95799904,M. Jung
1728382,Joachim Denzler
116377499,N. Carvalhais
1764912,Prabhat
33698309,Zhong-Qiu Zhao
51132438,Shou-tao Xu
1748808,Xindong Wu
1764301,A. Kamilaris
1398263014,F. Prenafeta-Boldú
1688882,Yann LeCun
1751762,Yoshua Bengio
1695689,Geoffrey E. Hinton
1744700,Zoubin Ghahramani
2061550,Heng-Tze Cheng
40338695,L. Koc
2066076307,Jeremiah Harmsen
3296031,T. Shaked
2073806959,Tushar Chandra
3312922,H. Aradhye
2064995505,G. Anderson
2055400243,Wei Chai
37413761,M. Ispir
1508890387,Rohan Anil
50730596,Zakaria Haque
2217278,Lichan Hong
20048351,Vihan Jain
2109059862,Xiaobing Liu
2329784607,H. Shah
1396184193,Andy Chu
145591745,Ilya Mironov
2152832173,Li Zhang
24178944,S. Mohanty
2068146094,David P. Hughes
3046313,M. Salathé
3236386,Varun Gulshan
49506408,L. Peng
2229081,Marc Coram
2924473,Martin C. Stumpe
97874426,Derek J. Wu
50484974,Arunachalam Narayanaswamy
1811430,Subhashini Venugopalan
10777941,Kasumi Widner
10688956,T. Madams
50162175,Jorge A Cuadros
3423678,R. Kim
2035210,R. Raman
2057376568,Philip Nelson
5791678,J. Mega
47191829,D. Webster
2117940996,Ziwei Liu
47571885,Ping Luo
31843833,Xiaogang Wang
50295995,Xiaoou Tang
144329939,C. Qi
144914140,Hao Su
2216377,Kaichun Mo
51352814,L. Guibas
2343609447,Xingbang Hao
8273966,Guigang Zhang
2118869556,Shang Ma
2019153,P. Battaglia
2158860,Jessica B. Hamrick
2603033,V. Bapst
1398105826,Alvaro Sanchez-Gonzalez
3133079,V. Zambaldi
145478807,Mateusz Malinowski
2844530,Andrea Tacchetti
143724694,David Raposo
35030998,Adam Santoro
1854385,Çaglar Gülçehre
2107148568,H. F. Song
5055381,A. Ballard
2058362,J. Gilmer
35188630,George E. Dahl
40348417,Ashish Vaswani
145254624,Kelsey R. Allen
36942233,Charlie Nash
2066201331,Victoria Langston
1745899,Chris Dyer
2801204,N. Heess
1688276,Daan Wierstra
46378362,M. Botvinick
47002813,Yujia Li
1996134,Razvan Pascanu
151505981,Chiyuan Zhang
1751569,Samy Bengio
1775622,Moritz Hardt
9229182,B. Recht
2235318806,Douglas Nychkatl
2420590721,Slephen Ellner
2235318808,Daniel Mccaftrey
2235319232,A. R. Gallanl
2235333426,Douglas Nychkat
2255263286,S. Ellner
2056958855,D. McCaffrey
144117841,A. Gallant
2229412488,Neural Networks
120805419,Mingxing Tan
2827616,Quoc V. Le
3360632,Keyulu Xu
2594093,S. Jegelka
144727050,Andrew G. Howard
2717876,Menglong Zhu
2741985,Dmitry Kalenichenko
2108301072,Weijun Wang
47447630,Tobias Weyand
2612392,M. Andreetto
2595180,Hartwig Adam
144993411,Chuan Guo
10804137,Geoff Pleiss
2117103358,Yu Sun
7446832,Kilian Q. Weinberger
51034104,Arthur Jacot
50810629,Franck Gabriel
100474520,Clément Hongler
49110790,Qilong Wang
1387668229,Banggu Wu
2055691681,Peng Fei Zhu
40426020,P. Li
1724520,W. Zuo
144281199,Q. Hu
2109557884,Zonghan Wu
2585415,Shirui Pan
31370754,Fengwen Chen
2062835,Guodong Long
48934799,Chengqi Zhang
144019071,Philip S. Yu
32097919,Terrance Devries
144639556,Graham W. Taylor
2111509432,Yong Yu
2134450193,Xiaosheng Si
1785654,Changhua Hu
50561595,Jian-xun Zhang
48128428,Jie Zhou
52297757,Ganqu Cui
2621696,Zhengyan Zhang
3443627,Cheng Yang
49293587,Zhiyuan Liu
1753344,Maosong Sun
7999018,Brett Kuprel
5347246,R. Novoa
37397407,J. Ko
4648200,S. Swetter
3213968,H. Blau
25581960,Jonathan Frankle
1701041,Michael Carbin
83539859,Rex Ying
2933399,Ruining He
2118439896,Kaifeng Chen
50988143,Pong Eksombatchai
49437682,William L. Hamilton
2365115787,Nicholas Carlini
145394689,D. Wagner
2066516991,J. Kirkpatrick
3422052,Neil C. Rabinowitz
144056327,J. Veness
2755582,Guillaume Desjardins
2228824,Andrei A. Rusu
8181864,Kieran Milan
34660073,John Quan
34505275,Tiago Ramalho
1398898827,A. Grabska-Barwinska
48987704,D. Hassabis
2388737,C. Clopath
2106164,D. Kumaran
2315504,R. Hadsell
1846258,Noam Shazeer
1861312,Azalia Mirhoseini
2275364713,Krzysztof Maziarz
3422350,Michaël Defferrard
2549032,X. Bresson
1697397,P. Vandergheynst
1877512,Fausto Milletarì
145587209,N. Navab
145774206,Seyed-Ahmad Ahmadi
2109963918,Zewen Li
153035664,Fan Liu
2124888052,Wenjie Yang
1612537626,Shouheng Peng
2151548704,Jun Zhou
2554362,R. Yamashita
3421183,M. Nishio
152271968,R. Do
2459558,K. Togashi
145824029,David Silver
1885349,Aja Huang
2772217,Chris J. Maddison
35099444,A. Guez
2175946,L. Sifre
47568983,George van den Driessche
4337102,Julian Schrittwieser
2460849,Ioannis Antonoglou
2749418,Vedavyas Panneershelvam
1975889,Marc Lanctot
48373216,S. Dieleman
2401609,Dominik Grewe
4111313,John Nham
2583391,Nal Kalchbrenner
2542999,T. Lillicrap
40662181,Madeleine Leach
2645384,K. Kavukcuoglu
1686971,T. Graepel
143887493,Mohammad Rastegari
2004053,Vicente Ordonez
40497777,J. Redmon
143787583,Ali Farhadi
1891828,Leon A. Gatys
1746183,Alexander S. Ecker
